name,address,city,state,zip,phone,LAT,LON,hasSpecialities,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,RHEUMATOLOGY,SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),UROLOGY,VASCULAR SURGERY,id
Huisartsenpost Alkmaar,Straat 1,Alkmaar,NH,1811AE,0123456789,52.6273960635520,4.7533120962007,False
Medisch Centrum Alkmaar,Straat 2,Alkmaar,NH,1811AE,0123456789,52.6273960635520,4.7533120962007,False
CHPA & Ziekenhuisgroep Twente Almelo,Straat 3,Almelo,OV,7601AA,0123456789,52.3501896317121,6.6660266522793,False
Spoedpost Almere & Flevoziekenhuis,Straat 4,Almere,FL,1300AA,0123456789,52.4169071209224,5.2197141254597,False
Huisartsenpost Amersfoort & Meander Medisch Centrum Amersfoort,Straat 6,Amersfoort,UT,3811AA,0123456789,52.1544805426734,5.3882247440791,False
Stichting Huisartsenpost Amstelland & Ziekenhuis Amstelland,Straat 7,Amstelveen,NH,1181AA,0123456789,52.3213300615975,4.8635682333419,False
Huisartsenpost Amsterdam Noord & BovenIJ Ziekenhuis,Straat 8,Amsterdam,NH,1000AA,0123456789,52.3777789512013,4.9055895401203,False
Huisartsenpost Amsterdam West & OLVG West,Straat 9,Amsterdam,NH,1000AA,0123456789,52.3777789512013,4.9055895401203,False
Huisartsenpost Amsterdam CentrumOost & OLVG Oost,Straat 10,Amsterdam,NH,1000AA,0123456789,52.3777789512013,4.9055895401203,False
Huisartsenpost Amsterdam Zuid & VU,Straat 11,Amsterdam,NH,1000AA,0123456789,52.3777789512013,4.9055895401203,False
Huisartsenpost Amsterdam Zuidoost & Academisch Medisch Centrum,Straat 12,Amsterdam,NH,1000AA,0123456789,52.3777789512013,4.9055895401203,False
Huisartsenpost Apeldoorn & Gelre Ziekenhuizen Apeldoorn,Straat 13,Apeldoorn,GE,7300AA,0123456789,52.2173029244093,5.9597931600343,False
Huisartsenpost Arnhem-Zuid,Straat 14,Arnhem,GE,6800AA,0123456789,51.9847452248286,5.9069429610631,False
Huisartsenpost Arnhem & Rijnstate Ziekenhuis Zevenaar,Straat 15,Arnhem,GE,6800AA,0123456789,51.9847452248286,5.9069429610631,False
Huisartsenpost Assen & Wilhelmina Ziekenhuis Assen,Straat 16,Assen,DR,9400AA,0123456789,52.9968845842260,6.5701394585280,False
Huisartsenpost Barneveld,Straat 17,Barneveld,GE,3770AA,0123456789,52.1371217003364,5.5946492680018,False
Huisartsenpost Bergen op Zoom & Stichting Ziekenhuis Lievensberg,Straat 18,Bergen op Zoom,NB,4611AA,0123456789,51.4919782662035,4.2882456112476,False
Huisartsenpost Boxmeer & Maasziekenhuis Pantein,Straat 19,Beugen,NB,5835AA,0123456789,51.6697005424204,5.9424600898448,False
Huisartsenpost Midden-Kennemerland & Rode Kruis Ziekenhuis Beverwijk,Straat 20,Beverwijk,NH,1940AA,0123456789,50.0823730396815,4.4474191729279,False
Dokterspost Bladel,Straat 21,Bladel,NB,5530AA,0123456789,51.3588588569158,5.2000454333596,False
Huisartsenpost Blaricum & Tergooiziekenhuizen Gooi-Noord,Straat 22,Blaricum,NH,1260AA,0123456789,52.2739754239835,5.2311351293376,False
Huisartsenpost Breda & Amphia Ziekenhuis Molengracht,Straat 23,Breda,NB,4811AA,0123456789,51.5934873166241,4.7773155233016,False
Stichting HAP Delft e.o. & Reinier de Graaf Gasthuis,Straat 25,Delft,ZH,2600AA,0123456789,52.0243507529675,4.3525849700090,False
Huisartsenpost Delfzijl,Straat 26,Delfzijl,GR,9931AA,0123456789,53.3349652380982,6.9030112578819,False
Huisartsenpost Texel,Straat 27,Den Burg,NH,1791AA,0123456789,53.0554835594404,4.7980745326395,False
Huisartsenpost Den Helder & Noordwest Ziekenhuisgroep  locatie Den Helder ,Straat 28,Den Helder,NH,1789BA,0123456789,52.9631052929593,4.7519204526531,False
Dokterspost Deurne,Straat 29,Deurne,NB,5751AA,0123456789,51.4647901374835,5.8030956569685,False
Spoedpost Huisartsenzorg Deventer e.o. & Deventer Ziekenhuis,Straat 30,Deventer,GE,7211LC,0123456789,52.2539727886765,6.1557866498416,False
Hellegat Dirksland & Stichting het Van Weel-Bethesda Dirksland,Straat 31,Dirksland,ZH,3247AA,0123456789,51.7473648127309,4.0998622152182,False
Huisartsenpost Oude Ijssel & Slingeland Ziekenhuis,Straat 32,Doetinchem,GE,7001AA,0123456789,51.9664359984014,6.2905619478526,False
Huisartsenpost Dokkum,Straat 33,Dokkum,FR,9101AA,0123456789,53.3315941276120,5.9987623305943,False
Regionale Huisartsenpost Drechtsteden & Albert Schweitzer Ziekenhuis Dorwijk,Straat 34,Dordrecht,ZH,3311AA,0123456789,51.8175032271571,4.6639733160034,False
Huisartsenpost Drachten & Nij Smellinghe,Straat 35,Drachten,FR,9201CS,0123456789,53.1157438965103,6.0910880261551,False
Huisartsenpost Dronten Biddinghuizen  Swifterband ,Straat 36,Dronten,FL,8251AA,0123456789,52.5200027762604,5.7084340541237,False
Vereniging Dienstenstructuur Zuidwest-Drenthe en Noordwest-Overijssel (DZDNO) (Diever  Dwingeloo) ,Straat 37,Dwingeloo,DR,7990AA,0123456789,52.8120552065581,6.3448527755422,False
HAP De Gelderse Vallei & Ziekenhuis De Gelderse Vallei Ede,Straat 38,Ede,GE,6710AA,0123456789,52.0430743075204,5.6696159373874,False
Dokterspost Eersel,Straat 39,Eersel,NB,5521AA,0123456789,51.3606786076219,5.3065850418713,False
Huisartsenpost Eindhoven & Catharina Ziekenhuis,Straat 40,Eindhoven,NB,5600AA,0123456789,51.4419962833780,5.4813394367542,False
Huisartsenpost Emmeloord & IJsselmeer Ziekenhuizen Dokter J.H. Jansenziekenhuis,Straat 41,Emmeloord,FL,8300AA,0123456789,52.7092885607071,5.7523740038317,False
Huisartsenpost Emmen & Leveste Scheperziekenhuis,Straat 42,Emmen,DR,7766AE,0123456789,52.7653618092690,6.9577362533303,False
Huisartsenpost Enschede  & Medisch Spectrum Twente Haaksbergerstraat,Straat 43,Enschede,OV,7511AA,0123456789,52.2185044599542,6.8930739523118,False
Huisartsenpost Etten-Leur,Straat 44,Etten-Leur,NB,4870AA,0123456789,51.5816804778343,4.6397630881027,False
Vereniging Dienstenstructuur Zuidwest-Drenthe en Noordwest-Overijssel (DZDNO) (Frederiksoord  Vledder  Havelte) ,Straat 45,Frederiksoord,DR,8381AE,0123456789,52.8464199772290,6.1894426215390,False
Huisartsenpost Geldrop & St. Anna Ziekenhuis,Straat 46,Geldrop,NB,5655VS,0123456789,51.4180966237920,5.5781875482088,False
Vereniging Dienstenstructuur Zuidwest-Drenthe en Noordwest-Overijssel (DZDNO) (Giethoorn Nijeveen) ,Straat 47,Giethoorn,OV,8355AA,0123456789,52.7593015072316,6.0844383777679,False
Huisartsenpost De Bevelanden & Admiraal De Ruyter Ziekenhuis Goes,Straat 48,Goes,ZE,4461AA,0123456789,51.5038211234547,3.8914122735104,False
Centrale Huisartsenpost Gorinchem & Rivas Beatrixziekenhuis,Straat 49,Gorinchem,ZH,4200AA,0123456789,51.8348933751598,4.9641669354501,False
HuisArtsenPost Midden-Holland & Groene Hart Ziekenhuis Bleulandlocatie,Straat 50,Gouda,ZH,2800AA,0123456789,52.0139863305617,4.7001171972342,False
Universitair Medisch Centrum Groningen,Straat 51,Groningen,GR,9700AA,0123456789,53.2136794518497,6.5614811693143,False
Huisartsenpost Groningen & Martini Ziekenhuis,Straat 52,Groningen,GR,9700AA,0123456789,53.2136794518497,6.5614811693143,False
Satellietpost Haaksbergen,Straat 53,Haaksbergen,OV,7481AA,0123456789,52.1672834957527,6.7550323595412,False
Spoedpost Noord & Locatie Haarlem Noord,Straat 54,Haarlem,NH,2000AA,0123456789,52.3810157675367,4.6456703273352,False
Spoedpost Zuid & Locatie Haarlem Zuid,Straat 55,Haarlem,NH,2000AA,0123456789,52.3810157675367,4.6456703273352,False
Huisartsenpost Hardenberg & Saxenburgh Groep Ziekenhuis R̦pcke Zweers,Straat 56,Hardenberg,OV,7770AA,0123456789,52.5761092676262,6.6129516945623,False
Medicamus Spoedpost & Ziekenhuis St. Jansdal,Straat 57,Harderwijk,GE,3840AA,0123456789,52.3522660713272,5.6217172786768,False
Huisartsenpost Heerenveen & Tjongerschans-ziekenhuis,Straat 58,Heerenveen,FR,8442KN,0123456789,52.9501890077588,5.9284625436128,False
Huisartsenpost Oostelijk Zuid-Limburg & Zuyderland Medisch Centrum,Straat 59,Heerlen,LI,6400AA,0123456789,50.8878134736710,5.9708052324879,False
Huisartsenpost Helmond & Elkerliek Ziekenhuis Helmond,Straat 60,Helmond,NB,5707JT,0123456789,51.4730792702315,5.6353952608656,False
Huisartsenpost Hengelo & Ziekenhuisgroep Twente Hengelo,Straat 61,Hengelo,GE,7255ZG,0123456789,52.2664783727085,6.7903890493141,False
Tergooiziekenhuizen Hilversum,Straat 62,Hilversum,NH,1200AA,0123456789,52.2309347613059,5.1766899725727,False
HuisartsenPost Haarlemmermeer & Spaarne Gasthuis  Hoofddorp ,Straat 63,Hoofddorp,NH,2130AA,0123456789,52.3131709040037,4.6938370393791,False
Huisartsenpost Hoogeveen & Ziekenhuis Bethesda Hoogeveen,Straat 64,Hoogeveen,DR,7900AA,0123456789,52.7330831929254,6.4741786979159,False
Huisartsenpost West-Friesland & Dijklanderziekenhuis  locatie Hoorn ,Straat 65,Hoorn,FR,8896ZP,0123456789,52.6523558095853,5.0503123626117,False
Hellegat Klaaswaal,Straat 66,Klaaswaal,ZH,3286AA,0123456789,51.7715589629530,4.4455799441321,False
Huisartsenpost Leek,Straat 67,Leek,GR,9351AA,0123456789,53.1632876392462,6.3930845847127,False
Huisartsenpost Leeuwarden & Zorggroep Noorderbreedte MCL,Straat 68,Leeuwarden,FR,8900AA,0123456789,53.1973570613585,5.7876273148371,False
Spoedpost LUMC & Leids Universitair Medisch Centrum,Straat 69,Leiden,ZH,2311AA,0123456789,52.1595847085363,4.4790154758280,False
Spoedpost Alrijne & Rijnland Ziekenhuis Leiderdorp,Straat 70,Leiderdorp,ZH,2350AA,0123456789,52.1508003613368,4.5233754300152,False
Huisartsenpost Lelystad & Ziekenhuis st. Jansdal,Straat 71,Lelystad,FL,8212WB,0123456789,52.5111376394633,5.5087541665709,False
Huisartsenpost Maastricht en Heuvelland & Academisch Ziekenhuis Maastricht,Straat 72,Maastricht,LI,6200AA,0123456789,50.8580656047440,5.6940574444944,False
Huisartsenpost Meppel & Zorgcombinatie Noorderborg Diaconessenhuis Meppel,Straat 73,Meppel,DR,7940XX,0123456789,52.7047653217626,6.1977201775604,False
Huisartsenpost Westland,Straat 74,Naaldwijk,ZH,2671SW,0123456789,51.9894349118404,4.2173215548440,False
Huisartsenpost Nieuwegein & St. Antonius Ziekenhuis Nieuwegein,Straat 75,Nieuwegein,UT,3431AA,0123456789,52.0370260949719,5.0831318624807,False
Universitair Medisch Centrum St. Radboud,Straat 76,Nijmegen,GE,6500AA,0123456789,51.8460871880189,5.8547949165848,False
Huisartsenpost Nijmegen & Canisius-Wilhelmina Ziekenhuis,Straat 77,Nijmegen,GE,6500AA,0123456789,51.8460871880189,5.8547949165848,False
Huisartsenpost Oldenzaal & Medisch Spectrum Twente Oldenzaal,Straat 78,Oldenzaal,OV,7562RH,0123456789,52.2838101253500,6.9287686280332,False
Nucleus Huisartsenpost locatie Oostburg & Ziekenhuis Zeeuws-Vlaanderen Antonius,Straat 79,Oostburg,ZE,4501AA,0123456789,51.3282487665244,3.4800905895954,False
Huisartsenpost Oosterhout & Amphia Ziekenhuis  locatie Oosterhout ,Straat 80,Oosterhout,GE,6678AA,0123456789,51.8848365080009,5.8327218832726,False
Huisartsenpost Oss,Straat 81,Oss,NB,5341AA,0123456789,51.7729449110260,5.5236401415563,False
Huisartsenpost Waterland & Dijklanderziekenhuis,Straat 82,Purmerend,NH,1441AA,0123456789,52.5103864042174,4.9498986685798,False
Satellietpost Raalte (alleen zaterdag en zondag 8-5),Straat 83,Raalte,OV,8100AA,0123456789,52.3889177252748,6.2700821252465,False
Huisartsenpost Roermond & Laurentius ziekenhuis,Straat 84,Roermond,GR,9999XX,0123456789,51.1933544327550,5.9880326894537,False
Huisartsenpost Roosendaal & Franciscus Ziekenhuis,Straat 85,Roosendaal,NB,4700AA,0123456789,51.5318766087401,4.4564107987794,False
Huisartsenpost Zuid & Maasstad ziekenhuis,Straat 86,Rotterdam,ZH,3195KP,0123456789,51.8762768035020,4.4073133335477,False
Huisartsenpost EMC & Erasmus MC,Straat 87,Rotterdam,ZH,3195KP,0123456789,51.8762768035020,4.4073133335477,False
Ikazia Ziekenhuis,Straat 88,Rotterdam,ZH,3195KP,0123456789,51.8762768035020,4.4073133335477,False
Huisartsenpost SFG & Sint Franciscus Gasthuis,Straat 89,Rotterdam,ZH,3195KP,0123456789,51.8762768035020,4.4073133335477,False
Huisartsenpost Ruurlo,Straat 90,Ruurlo,GE,7261AA,0123456789,52.0859315260283,6.4455159195193,False
Huisartsenpost Schagen,Straat 91,Schagen,NH,1741AA,0123456789,52.7864355740032,4.7937570717467,False
Huisartsenpost Scheemda & Ommelander Ziekenhuisgroep  locatie scheemda ,Straat 92,Scheemda,GR,9679ZG,0123456789,53.1765417901743,6.9662538619890,False
Stichting Centrale Huisartsenpost Nieuwe Waterweg Noord & Vlietland Ziekenhuis Schiedam,Straat 93,Schiedam,ZH,3100AA,0123456789,51.9218888687172,4.4069846188942,False
Huisartsenpost Sneek & Antonius Ziekenhuis Sneek,Straat 99,Sneek,FR,8601AA,0123456789,53.0306156090625,5.6630311764992,False
Huisartsenpost Ruwaard & Spijkenisse Medisch Centrum,Straat 100,Spijkenisse,ZH,3201AA,0123456789,51.8537055384716,4.3298151373893,False
Huisartsenpost Stadskanaal & Refaja Ziekenhuis,Straat 101,Stadskanaal,GR,9500AA,0123456789,52.9924987579386,6.9522645679164,False
Nucleus Huisartsenpost locatie Terneuzen & Ziekenhuis Zeeuws-Vlaanderen De Honte,Straat 102,Terneuzen,ZE,4531AA,0123456789,51.3349516541550,3.8229973896990,False
Huisartsenpost Gelders Rivierenland & Ziekenhuis Rivierenland,Straat 103,Tiel,GE,4004LX,0123456789,51.9070966394292,5.4574332476468,False
St. Elisabeth Ziekenhuis,Straat 104,Tilburg,NB,5035BD,0123456789,51.5859567747472,4.9784546619652,False
Tilburg,Straat 105,Tilburg,NB,5035BD,0123456789,51.5859567747472,4.9784546619652,False
Spoedpost Uden & Ziekenhuis Bernhoven Uden,Straat 106,Uden,NB,5401AA,0123456789,51.6618070990919,5.6057256307656,False
Universitair Medisch Centrum Utrecht,Straat 107,Utrecht,UT,3562BK,0123456789,52.1167305261152,5.1223426830467,False
Huisartsenpost Utrecht & Diakonessenhuis Utrecht,Straat 108,Utrecht,UT,3562BK,0123456789,52.1167305261152,5.1223426830467,False
Huisartsenpost Leidsche Rijn & St. Antonius Ziekenhuis Utrecht,Straat 109,Utrecht,UT,3562BK,0123456789,52.1167305261152,5.1223426830467,False
Dokterspost Valkenswaard,Straat 110,Valkenswaard,NB,5551AA,0123456789,51.3439649084458,5.4307743384026,False
Dokterspost Veldhoven & Maxima Medisch Centrum Veldhoven,Straat 111,Veldhoven,NB,5500AA,0123456789,51.4219549472641,5.3963691645601,False
HAP Venlo & Ziekenuis VieCuri,Straat 112,Venlo,GR,9999XX,0123456789,51.3579371714590,6.1762236846822,False
HAP Venray,Straat 113,Venray,LI,5801AA,0123456789,51.5224624115652,5.9740710351949,False
Huisartsenpost Walcheren & Admiraal De Ruyter Ziekenhuis Vlissingen,Straat 114,Vlissingen,ZE,4371RA,0123456789,51.4692440472470,3.5591231390693,False
Voorhout,Straat 115,Voorhout,ZH,2215AB,0123456789,52.2243677782869,4.4789063349453,False
Waalwijk & TweeSteden ziekenhuis Waalwijk,Straat 116,Waalwijk,NB,5140AA,0123456789,51.6882926890843,5.0481000064222,False
Huisartsenpost Weert & St. Jans Gasthuis,Straat 117,Weert,LI,6000AA,0123456789,51.2534948454455,5.7147340583253,False
Huisartsenpost Oost Achterhoek & Streekziekenhuis Koningin Beatrix,Straat 118,Winterswijk,GE,7100AA,0123456789,51.9750673377472,6.7181784369329,False
Huisartsenpost Zaanstreek & Zaans Medisch Centrum,Straat 119,Zaandam,NH,1501AA,0123456789,52.4379355728720,4.8284354437259,False
Huisartsenpost Zaltbommel,Straat 120,Zaltbommel,GE,5301AA,0123456789,51.8132634954258,5.2484295583289,False
Huisartsenpost Zeist & Diakonessenhuis Zeist,Straat 121,Zeist,UT,3700AA,0123456789,52.0812601835253,5.2399397739236,False
Huisartsenpost Zevenaar & Rijnstate Ziekenhuis Zevenaar,Straat 122,Zevenaar,GE,6901AA,0123456789,51.9253058689204,6.0751783464250,False
Huisartsenpost Schouwen-Duiveland,Straat 123,Zierikzee,ZE,4301AA,0123456789,51.6498882230045,3.9181512351785,False
Huisartsenpost Zoetermeer & 't Lange Land Ziekenhuis,Straat 124,Zoetermeer,ZH,2711AA,0123456789,52.0609090428035,4.4825069869629,False
Dienstenstructuur Zuidwolde  Westerbork ,Straat 125,Zuidwolde,DR,7920AA,0123456789,53.2630699931489,6.5973478211668,False
Huisartsenpost Zutphen & Gelre Ziekenhuizen Zutphen,Straat 126,Zutphen,GE,7201AA,0123456789,52.1451499809364,6.2049916413354,False
Huisartsenpost Zwolle & Isala Klinieken Sophia,Straat 127,Zwolle,GR,9999ZZ,0123456789,52.5105725214000,6.0911463623938,False
